LONGITUDE;LATITUDE;NO_MUNICIPIO;NO_REGIAO;SG_UF;CO_MUNICIPIO;Total -educacao infantil;PrÃ©-Escola;Total - findamental;Ensino MÃ©dio;EducaÃ§Ã£o Profissional;EducaÃ§Ã£o de Jovens e Adultos (EJA);EducaÃ§Ã£o Especial;terrai_nome;etnia_nome;modalidade_ti;faixa_fronteira;ha-terra-indigena
-43.849.783;-19.983.893;nova lima;Sudeste;MG;3144805.0;91.6;94.1;94.7;95.6;96.0;96.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.986.313;-22.763.869;nova londrina;Sul;PR;4117107.0;90.5;100.0;95.4;96.8;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-57.472.369;-9.972.617;nova monte verde;Centro-Oeste;MT;5108956.0;100.0;100.0;97.0;100.0;0.0;0.0;66.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-56.110.005;-13.832.726;nova mutum;Centro-Oeste;MT;5106224.0;97.7;97.8;99.4;99.2;100.0;100.0;85.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.293.635;-22.782.795;nova odessa;Sudeste;SP;3533403.0;84.1;90.4;98.4;97.6;100.0;100.0;85.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.424.807;-7.633.315;nova olinda;Norte;TO;1714880.0;97.1;100.0;88.8;100.0;100.0;100.0;92.9;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.424.807;-7.633.315;nova olinda;Nordeste;CE;2309201.0;98.1;100.0;96.9;100.0;100.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.424.807;-7.633.315;nova olinda;Nordeste;PB;2510204.0;91.3;90.0;89.8;88.2;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.679.485;-7.084.103;nova olinda;Norte;TO;1714880.0;97.1;100.0;88.8;100.0;100.0;100.0;92.9;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.679.485;-7.084.103;nova olinda;Nordeste;CE;2309201.0;98.1;100.0;96.9;100.0;100.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-39.679.485;-7.084.103;nova olinda;Nordeste;PB;2510204.0;91.3;90.0;89.8;88.2;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-3.804.105;-7.476.843;nova olinda;Norte;TO;1714880.0;97.1;100.0;88.8;100.0;100.0;100.0;92.9;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-3.804.105;-7.476.843;nova olinda;Nordeste;CE;2309201.0;98.1;100.0;96.9;100.0;100.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-3.804.105;-7.476.843;nova olinda;Nordeste;PB;2510204.0;91.3;90.0;89.8;88.2;0.0;72.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-59.093.074;-3.887.593;nova olinda do norte;Norte;AM;1303106.0;72.1;67.4;70.6;100.0;100.0;69.8;47.4;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.470.635;-29.473.026;nova palma;Sul;RS;4313102.0;93.8;87.5;93.9;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.418.713;-6.676.606;nova palmeira;Nordeste;PB;2510303.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.670.571;-19.168.892;nova ponte;Sudeste;MG;3145000.0;39.7;44.2;72.6;100.0;0.0;95.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.302.551;-1.580.221;nova porteirinha;Sudeste;MG;3145059.0;100.0;100.0;97.1;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.608.996;-28.783.945;nova prata;Sul;RS;4313300.0;81.7;83.9;94.5;98.6;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.706.937;-28.082.645;nova ramada;Sul;RS;4313334.0;100.0;100.0;83.3;66.7;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.417.029;-21.126.652;nova resende;Sudeste;MG;3145109.0;83.9;93.3;98.6;100.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.890.326;-13.742.906;nova roma;Centro-Oeste;GO;5214903.0;100.0;100.0;94.6;94.1;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.405.157;-28.984.749;nova roma do sul;Sul;RS;4313359.0;87.5;100.0;85.7;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.565.303;-4.706.808;nova russas;Nordeste;CE;2309300.0;62.1;62.5;85.5;100.0;100.0;27.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-55.183.686;-10.851;nova santa helena;Centro-Oeste;MT;5106190.0;72.7;100.0;93.9;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.048.262;-8.074.965;nova santa rita;Nordeste;PI;2207959.0;55.6;40.0;97.1;93.8;100.0;90.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.048.262;-8.074.965;nova santa rita;Sul;RS;4313375.0;65.3;71.8;84.5;94.4;0.0;97.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.275.211;-29.848.616;nova santa rita;Nordeste;PI;2207959.0;55.6;40.0;97.1;93.8;100.0;90.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.275.211;-29.848.616;nova santa rita;Sul;RS;4313375.0;65.3;71.8;84.5;94.4;0.0;97.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.955.116;-24.464.765;nova santa rosa;Sul;PR;4117222.0;85.1;96.0;94.2;85.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-44.985.579;-19.875.867;nova serrana;Sudeste;MG;3145208.0;89.5;93.5;98.3;98.6;75.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.484.614;-11.238.008;nova soure;Nordeste;BA;2922904.0;86.8;86.7;90.3;84.0;0.0;67.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.950.396;-24.438.325;nova tebas;Sul;PR;4117271.0;91.4;85.7;96.9;96.5;0.0;100.0;94.7;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.393.202;-1.204.144;nova timboteua;Norte;PA;1505007.0;90.0;88.2;96.1;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.925.795;-27.287.771;nova trento;Sul;SC;4211504.0;95.5;96.3;96.8;96.8;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.503.124;-28.638.233;nova veneza;Sul;SC;4211603.0;97.3;100.0;98.3;98.6;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.503.124;-28.638.233;nova veneza;Centro-Oeste;GO;5215009.0;52.6;66.7;87.3;96.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.310.898;-16.365.233;nova veneza;Sul;SC;4211603.0;97.3;100.0;98.3;98.6;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.310.898;-16.365.233;nova veneza;Centro-Oeste;GO;5215009.0;52.6;66.7;87.3;96.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.361.193;-1.466.918;nova xavantina;Centro-Oeste;MT;5106257.0;96.3;100.0;98.7;94.3;0.0;93.8;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.917.064;-20.990.358;novais;Sudeste;SP;3533254.0;100.0;100.0;97.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.668.148;-9.968.486;novo acordo;Norte;TO;1715101.0;89.5;87.5;88.6;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.577.297;-12.909.939;novo alegre;Norte;TO;1715150.0;83.3;75.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.113.499;-27.906.788;novo barreiro;Sul;RS;4313490.0;88.2;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.716.314;-16.032.671;novo brasil;Centro-Oeste;GO;5215207.0;90.0;87.5;93.3;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.955.086;-29.736.255;novo cabrais;Sul;RS;4313391.0;84.0;66.7;91.9;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.875.392;-17.474.889;novo cruzeiro;Sudeste;MG;3145307.0;98.4;98.0;98.1;96.4;0.0;92.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.037.211;-16.056.078;novo gama;Centro-Oeste;GO;5215231.0;84.8;86.5;93.0;94.2;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.128.605;-29.686.326;novo hamburgo;Sul;RS;4313409.0;75.3;82.4;95.2;96.2;99.4;97.3;63.6;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.167.788;-12.801.997;novo horizonte;Nordeste;BA;2923035.0;72.4;68.8;88.3;100.0;0.0;96.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.167.788;-12.801.997;novo horizonte;Sudeste;SP;3533502.0;84.0;86.8;95.8;98.0;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.167.788;-12.801.997;novo horizonte;Sul;SC;4211652.0;100.0;100.0;93.3;94.1;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.922.175;-21.468.475;novo horizonte;Nordeste;BA;2923035.0;72.4;68.8;88.3;100.0;0.0;96.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.922.175;-21.468.475;novo horizonte;Sudeste;SP;3533502.0;84.0;86.8;95.8;98.0;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.922.175;-21.468.475;novo horizonte;Sul;SC;4211652.0;100.0;100.0;93.3;94.1;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.834.033;-26.446.172;novo horizonte;Nordeste;BA;2923035.0;72.4;68.8;88.3;100.0;0.0;96.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.834.033;-26.446.172;novo horizonte;Sudeste;SP;3533502.0;84.0;86.8;95.8;98.0;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.834.033;-26.446.172;novo horizonte;Sul;SC;4211652.0;100.0;100.0;93.3;94.1;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-57.317.475;-11.387.635;novo horizonte do norte;Centro-Oeste;MT;5106273.0;100.0;100.0;100.0;94.4;0.0;92.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-61.994.388;-11.709.743;novo horizonte do oeste;Norte;RO;1100502.0;92.3;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.860.887;-22.654.953;novo horizonte do sul;Centro-Oeste;MS;5006259.0;95.2;100.0;100.0;100.0;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.506.959;-23.765.314;novo itacolomi;Sul;PR;4117297.0;87.5;80.0;88.0;82.4;0.0;0.0;93.8;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.630.787;-11.815.875;novo jardim;Norte;TO;1715259.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-35.660.964;-8.943.159;novo lino;Nordeste;AL;2705606.0;50.0;60.0;81.8;100.0;0.0;37.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-54.503.384;-27.578.401;novo machado;Sul;RS;4313425.0;88.9;80.0;96.4;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-55.172.019;-9.977.109;novo mundo;Centro-Oeste;MT;5106265.0;100.0;100.0;90.6;87.5;0.0;81.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.774.767;-5.533.865;novo oriente;Nordeste;CE;2309409.0;50.0;49.1;63.0;100.0;100.0;27.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.222.097;-17.409.166;novo oriente de minas;Sudeste;MG;3145356.0;76.2;100.0;95.4;96.2;66.7;93.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.951.205;-13.240.952;novo planalto;Centro-Oeste;GO;5215256.0;83.3;83.3;96.9;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-5.541.987;-7.034.836;novo progresso;Norte;PA;1505031.0;94.1;93.0;97.1;100.0;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.948.638;-4.248.149;novo repartimento;Norte;PA;1505064.0;54.3;53.1;61.9;99.0;94.4;72.2;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.185.703;-27.563.558;novo tiradentes;Sul;RS;4313441.0;92.9;85.7;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.415.581;-10.342.018;novo triunfo;Nordeste;BA;2923050.0;76.9;82.1;96.8;100.0;0.0;39.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.064.109;-27.748.115;novo xingu;Sul;RS;4313466.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.416.781;-16.019.539;novorizonte;Sudeste;MG;3145372.0;65.4;90.0;98.1;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.749.105;-20.734;nuporanga;Sudeste;SP;3533601.0;90.6;100.0;95.7;100.0;0.0;0.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.598.538;-4.485.067;ocara;Nordeste;CE;2309458.0;84.8;87.9;89.1;98.7;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.131.406;-7.016.418;oeiras;Nordeste;PI;2207009.0;97.8;100.0;97.3;98.3;97.3;97.8;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.830.553;3.851.131;oiapoque;Norte;AP;1600501.0;50.0;39.4;68.9;92.2;0.0;92.2;0.0;Galibi;Galibi do Oiapoque;Tradicionalmente ocupada;Sim;sim
-43.930.927;-21.864.773;olaria;Sudeste;MG;3145406.0;100.0;100.0;94.7;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.752.686;-7.224.973;olho d'ãgua;Nordeste;PB;2510402.0;72.2;83.3;86.9;77.8;0.0;85.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.297.891;-9.533.601;olho d'ãgua das flores;Nordeste;AL;2705705.0;76.2;72.7;84.4;100.0;0.0;75.6;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.836.243;-9.501.446;olho d'ãgua do casado;Nordeste;AL;2705804.0;67.9;72.2;82.7;100.0;0.0;72.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.806.746;-10.058.495;olho d'ãgua grande;Nordeste;AL;2705903.0;76.5;75.0;68.3;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.571.411;-174.019;olhos-d'ãgua;Sudeste;MG;3145455.0;100.0;100.0;91.3;96.2;0.0;93.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-3.486.131;-799.266;olinda;Nordeste;PE;2609600.0;64.7;66.2;84.1;97.3;100.0;99.7;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-3.833.108;-11.358.306;olindina;Nordeste;BA;2923100.0;69.2;69.2;85.0;91.7;0.0;88.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.243.665;-6.988.226;olivedos;Nordeste;PB;2510501.0;100.0;100.0;93.2;63.6;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-44.826.411;-20.697.516;oliveira;Sudeste;MG;3145604.0;99.2;98.7;99.4;98.3;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.289.702;-12.320.589;oliveira dos brejinhos;Nordeste;BA;2923209.0;92.9;94.3;90.2;100.0;0.0;90.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.462.544;-21.339.493;oliveira fortes;Sudeste;MG;3145703.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.299.215;-20.612.722;onda verde;Sudeste;SP;3534005.0;81.8;60.0;98.1;100.0;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.093.585;-22.148.599;oriente;Sudeste;SP;3534104.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.302.148;-17.034.766;orizona;Centro-Oeste;GO;5215306.0;94.9;100.0;97.7;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-49.291.426;-28.360.469;orleans;Sul;SC;4211702.0;88.7;81.8;91.9;89.3;100.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-5.092.693;-24.212.011;ortigueira;Sul;PR;4117305.0;83.7;75.9;89.1;95.7;100.0;100.0;100.0;Queimadas;Kaingang;Tradicionalmente ocupada;Não;sim
-4.678.881;-23.533.612;osasco;Sudeste;SP;3534401.0;94.8;96.5;96.6;95.8;95.3;96.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.284.126;-22.317.882;oscar bressane;Sudeste;SP;3534500.0;62.5;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.873.139;-21.797.084;osvaldo cruz;Sudeste;SP;3534609.0;80.6;98.1;95.8;99.3;100.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-40.081.463;-7.883.152;ouricuri;Nordeste;PE;2609907.0;42.3;47.9;62.8;95.2;85.7;89.7;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-4.986.858;-22.977.268;ourinhos;Sudeste;SP;3534708.0;94.8;97.9;98.5;98.7;92.9;100.0;73.3;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.195.039;-23.404.568;ourizona;Sul;PR;4117404.0;100.0;100.0;96.7;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.620.562;-27.342.488;ouro;Sul;SC;4211801.0;100.0;100.0;100.0;97.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.946.295;-6.699.659;ouro branco;Nordeste;RN;2408508.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.946.295;-6.699.659;ouro branco;Nordeste;AL;2706109.0;61.5;66.7;67.6;100.0;0.0;72.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.946.295;-6.699.659;ouro branco;Sudeste;MG;3145901.0;86.8;95.5;97.4;97.5;94.3;95.4;97.4;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.354.444;-9.163.415;ouro branco;Nordeste;RN;2408508.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.354.444;-9.163.415;ouro branco;Nordeste;AL;2706109.0;61.5;66.7;67.6;100.0;0.0;72.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.354.444;-9.163.415;ouro branco;Sudeste;MG;3145901.0;86.8;95.5;97.4;97.5;94.3;95.4;97.4;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.694.771;-20.523.583;ouro branco;Nordeste;RN;2408508.0;100.0;100.0;100.0;100.0;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.694.771;-20.523.583;ouro branco;Nordeste;AL;2706109.0;61.5;66.7;67.6;100.0;0.0;72.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.694.771;-20.523.583;ouro branco;Sudeste;MG;3145901.0;86.8;95.5;97.4;97.5;94.3;95.4;97.4;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-46.380.081;-22.283.524;ouro fino;Sudeste;MG;3146008.0;82.0;80.0;97.2;97.9;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-43.506.448;-20.386.776;ouro preto;Sudeste;MG;3146107.0;83.7;88.4;95.7;98.3;98.9;96.9;93.3;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-62.261.055;-10.723.574;ouro preto do oeste;Norte;RO;1100155.0;92.1;91.4;97.4;98.8;0.0;100.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-37.154.379;-7.618.652;ouro velho;Nordeste;PB;2510600.0;55.6;66.7;72.7;85.7;0.0;90.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.699.321;-21.491.166;ouro verde;Sudeste;SP;3534807.0;100.0;100.0;98.1;92.9;0.0;96.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.699.321;-21.491.166;ouro verde;Sul;SC;4211850.0;100.0;100.0;96.3;90.9;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.310.019;-26.695.994;ouro verde;Sudeste;SP;3534807.0;100.0;100.0;98.1;92.9;0.0;96.0;100.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-52.310.019;-26.695.994;ouro verde;Sul;SC;4211850.0;100.0;100.0;96.3;90.9;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-41.268.709;-18.069.339;ouro verde de minas;Sudeste;MG;3146206.0;50.0;71.4;86.9;90.3;0.0;80.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-53.899.538;-24.770.794;ouro verde do oeste;Sul;PR;4117453.0;76.5;70.8;87.5;95.2;0.0;50.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-50.377.585;-19.995.592;ouroeste;Sudeste;SP;3534757.0;96.5;100.0;98.8;96.3;0.0;93.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-47.832.604;-18.225.569;ouvidor;Centro-Oeste;GO;5215504.0;50.0;90.0;97.8;100.0;0.0;0.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-51.265.202;-21.560.078;pacaembu;Sudeste;SP;3534906.0;82.0;93.8;96.2;98.1;0.0;94.4;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.467.022;-4.170.541;pacajus;Nordeste;CE;2309607.0;84.9;84.7;83.7;90.2;50.0;98.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-61.147.306;4.475.259;pacaraima;Norte;RR;1400456.0;58.2;57.9;49.6;52.1;0.0;48.9;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.618.299;-398.612;pacatuba;Nordeste;CE;2309706.0;67.6;65.4;77.2;95.6;0.0;87.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.618.299;-398.612;pacatuba;Nordeste;SE;2804904.0;92.3;90.3;88.6;100.0;0.0;97.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.647.986;-104.499;pacatuba;Nordeste;CE;2309706.0;67.6;65.4;77.2;95.6;0.0;87.5;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-36.647.986;-104.499;pacatuba;Nordeste;SE;2804904.0;92.3;90.3;88.6;100.0;0.0;97.8;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-38.925.889;-4.224.765;pacoti;Nordeste;CE;2309805.0;96.1;93.1;93.6;94.7;0.0;93.3;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-48.285.966;-15.164.355;padre bernardo;Centro-Oeste;GO;5215603.0;96.4;94.6;94.4;96.6;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
-42.520.745;-16.365.103;padre carvalho;Sudeste;MG;3146255.0;100.0;100.0;100.0;91.4;0.0;100.0;0.0;Não há terra indigena;Não há terra indigena;Não há terra indigena;Não há terra indigena;nao
