terrai_nome;etnia_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;reestudo_ti;faixa_fronteira;NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;Total -educacao infantil;Creche;Pré-Escola;Total - findamental;Anos Iniciais fundamental;Anos Finais -fundamental;Ensino Médio;Educação Profissional;Educação de Jovens e Adultos (EJA);Educação Especial
Tremembé da Barra do Mundaú;Tremembé;Itapipoca;CE;3511,4082;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306405.0;Itapipoca;Urbana;94,4;95,6;93;95,7;95,5;96,5;95,4;97,4;87,8;100
Tremembé da Barra do Mundaú;Tremembé;Itapipoca;CE;3511,4082;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306405.0;Itapipoca;Rural;93,2;92,5;94,3;95,5;95,9;96;88,9;--;100;--
Tremembé de Almofala;Tremembé;Itarema;CE;4900;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306553.0;Itarema;Total;83,4;81,7;83,8;90;86,8;90,6;96,7;100;87,5;--
Tremembé de Almofala;Tremembé;Itarema;CE;4900;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306553.0;Itarema;Urbana;83,8;89,7;83,7;88,5;87,1;83,1;95,7;100;87,5;--
Tremembé de Almofala;Tremembé;Itarema;CE;4900;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306553.0;Itarema;Rural;83,2;77,6;83,9;91,1;86,5;95,2;100;--;--;--
Tremembé de Queimadas;Tremembé;Acaraú;CE;767;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2300200.0;Acaraú;Total;82,1;80,7;82,7;86,4;87,2;86;94,9;100;93,8;100
Tremembé de Queimadas;Tremembé;Acaraú;CE;767;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2300200.0;Acaraú;Urbana;75;71,4;76,7;81,4;81;81,5;95,1;100;100;100
Tremembé de Queimadas;Tremembé;Acaraú;CE;767;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2300200.0;Acaraú;Rural;89,3;88,9;89,4;91,1;92,9;89,4;94,3;--;83,3;--
Trincheira;Múra;Autazes;AM;1624,6022;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
Trincheira;Múra;Autazes;AM;1624,6022;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
Trincheira;Múra;Autazes;AM;1624,6022;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
Trocará - Doação;Asurini do Tocantins;Tucuruí;PA;14,048;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1508100.0;Tucuruí;Total;88,6;86,1;90,2;95,6;92,2;98;99,1;95,2;97,5;84,6
Trocará - Doação;Asurini do Tocantins;Tucuruí;PA;14,048;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1508100.0;Tucuruí;Urbana;88,4;86,1;90;95,8;92,4;98,5;99,1;95,2;98,6;84,6
Trocará - Doação;Asurini do Tocantins;Tucuruí;PA;14,048;Regularizada;Dominial Indígena;;Não;2022;Norte;PA;1508100.0;Tucuruí;Rural;91,3;--;91,3;94,5;90,9;96,1;--;--;95;--
Truká;Truká;Cabrobó;PE;1592,8972;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Total;20;10,2;29,5;46,3;32,9;55,7;79,6;100;89,1;--
Truká;Truká;Cabrobó;PE;1592,8972;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Urbana;20,2;9,4;36,1;56,9;37,5;68,3;96,3;100;88,9;--
Truká;Truká;Cabrobó;PE;1592,8972;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Rural;19,4;16,7;20;34,2;27,5;40,2;39,4;--;100;--
Truká - Ilha da Assunção;Truká;Cabrobó;PE;5769;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Total;20;10,2;29,5;46,3;32,9;55,7;79,6;100;89,1;--
Truká - Ilha da Assunção;Truká;Cabrobó;PE;5769;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Urbana;20,2;9,4;36,1;56,9;37,5;68,3;96,3;100;88,9;--
Truká - Ilha da Assunção;Truká;Cabrobó;PE;5769;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Nordeste;PE;2603009.0;Cabrobó;Rural;19,4;16,7;20;34,2;27,5;40,2;39,4;--;100;--
Tubarão Latunde;Laiana,Aikanã;Chupinguaia;RO;116613,3671;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100924.0;Chupinguaia;Total;52,6;0;71,4;87,5;81,3;92;99,2;--;--;--
Tubarão Latunde;Laiana,Aikanã;Chupinguaia;RO;116613,3671;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100924.0;Chupinguaia;Urbana;38,5;0;62,5;100;100;100;100;--;--;--
Tubarão Latunde;Laiana,Aikanã;Chupinguaia;RO;116613,3671;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RO;1100924.0;Chupinguaia;Rural;83,3;--;83,3;74,5;60,9;84,6;98,9;--;--;--
Tukuna Porto Espiritual;Tikúna;Benjamin Constant;AM;2839,3483;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Total;65;65,7;64,3;79,1;76,1;82;91,4;81,3;97,8;--
Tukuna Porto Espiritual;Tikúna;Benjamin Constant;AM;2839,3483;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Urbana;94,4;94,1;92,3;94,8;94,6;95;100;81,3;97,7;--
Tukuna Porto Espiritual;Tikúna;Benjamin Constant;AM;2839,3483;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Rural;39,7;38,9;40;67,2;59,8;73,8;86;--;100;--
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1304062.0;Tabatinga;Total;72,1;69,6;74,2;88,9;88,6;90,1;93,2;100;95,7;100
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1304062.0;Tabatinga;Urbana;96,4;95,6;96,9;97,9;96,8;99,5;98,2;100;100;100
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1304062.0;Tabatinga;Rural;47,7;44,7;52,2;73,3;66;79,1;83,6;--;89,5;--
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3552700.0;Tabatinga;Total;96,4;97,4;95;96,5;97,3;96,3;98;--;85,7;83,3
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3552700.0;Tabatinga;Urbana;96,4;97,4;95;96,5;97,3;96,3;98;--;85,7;--
Tukuna Umariaçu;Tikúna;Tabatinga;AM;4854,9989;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3552700.0;Tabatinga;Rural;--;--;--;--;--;--;--;--;--;83,3
Tumiã;Apurinã;Lábrea;AM;124357,4172;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
Tumiã;Apurinã;Lábrea;AM;124357,4172;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
Tumiã;Apurinã;Lábrea;AM;124357,4172;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2903409.0;Belmonte;Total;91,9;87,8;97,1;89;84,7;95,7;100;--;91,9;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2903409.0;Belmonte;Urbana;91,9;87,8;97,1;91,9;89,1;95,7;100;--;96,4;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Nordeste;BA;2903409.0;Belmonte;Rural;--;--;--;65;63,2;100;--;--;57,1;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Sul;SC;4202156.0;Belmonte;Total;100;100;100;92,9;100;81,8;92,3;--;--;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Sul;SC;4202156.0;Belmonte;Urbana;100;100;100;91,3;100;81,8;92,3;--;--;--
Tupinambá de Belmonte;Tupinambá;Belmonte;BA;9521;Delimitada;Tradicionalmente ocupada;;Não;2022;Sul;SC;4202156.0;Belmonte;Rural;100;--;100;100;100;--;--;--;--;--
Tupiniquim;Tupiniquim;Aracruz;ES;14282,7968;Regularizada;Tradicionalmente ocupada;Reestudo;Não;2022;Sudeste;ES;3200607.0;Aracruz;Total;98;98,7;98;96;94,8;96,6;99,3;88,5;100;--
Tupiniquim;Tupiniquim;Aracruz;ES;14282,7968;Regularizada;Tradicionalmente ocupada;Reestudo;Não;2022;Sudeste;ES;3200607.0;Aracruz;Urbana;99,7;99,3;100;98,6;97,6;100;99,3;88,5;100;--
Tupiniquim;Tupiniquim;Aracruz;ES;14282,7968;Regularizada;Tradicionalmente ocupada;Reestudo;Não;2022;Sudeste;ES;3200607.0;Aracruz;Rural;85,1;90,9;85,7;80,4;82,4;69;100;--;--;--
Turé/Mariquita;Tembé;Tomé-Açu;PA;146,9798;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Total;68,8;65,3;70,6;77,6;75,6;78,6;100;--;72,4;--
Turé/Mariquita;Tembé;Tomé-Açu;PA;146,9798;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Urbana;77,3;74,2;80;87;83,7;89,7;100;--;90;--
Turé/Mariquita;Tembé;Tomé-Açu;PA;146,9798;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Rural;61;50;63,3;70,6;67,4;72;--;--;69,1;--
Turé/Mariquita II;Tembé;Tomé-Açu;PA;593,5563;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Total;68,8;65,3;70,6;77,6;75,6;78,6;100;--;72,4;--
Turé/Mariquita II;Tembé;Tomé-Açu;PA;593,5563;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Urbana;77,3;74,2;80;87;83,7;89,7;100;--;90;--
Turé/Mariquita II;Tembé;Tomé-Açu;PA;593,5563;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Rural;61;50;63,3;70,6;67,4;72;--;--;69,1;--
Tuxá de Ibotirama;Tuxá;Ibotirama;BA;2019,7079;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2913200.0;Ibotirama;Total;70,8;75;69,6;83;78,2;85,9;86;88,9;86,2;--
Tuxá de Ibotirama;Tuxá;Ibotirama;BA;2019,7079;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2913200.0;Ibotirama;Urbana;73,3;74,4;73,9;91,5;85,7;94,6;97,9;88,9;96,2;--
Tuxá de Ibotirama;Tuxá;Ibotirama;BA;2019,7079;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2913200.0;Ibotirama;Rural;57,1;80;50;59,3;57,1;63,9;22,2;--;0;--
Tuxá de Inajá;Tuxá;Inajá;PE;140;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2607000.0;Inajá;Total;66;66,7;65,8;66,9;61,9;71,7;81,3;--;43,6;--
Tuxá de Inajá;Tuxá;Inajá;PE;140;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2607000.0;Inajá;Urbana;74,1;63,6;81,3;91,7;85;97,7;100;--;43,6;--
Tuxá de Inajá;Tuxá;Inajá;PE;140;Encaminhada RI;Reserva Indígena;;Não;2022;Nordeste;PE;2607000.0;Inajá;Rural;56,5;100;54,5;45,4;45,6;47,9;50;--;--;--
Tuxá de Inajá;Tuxá;Inajá;PE;140;Encaminhada RI;Reserva Indígena;;Não;2022;Sul;PR;4110300.0;Inajá;Total;100;100;100;86,7;100;77,8;80;--;90;100
Tuxá de Inajá;Tuxá;Inajá;PE;140;Encaminhada RI;Reserva Indígena;;Não;2022;Sul;PR;4110300.0;Inajá;Urbana;100;100;100;86,7;100;77,8;80;--;90;100
Uaçá;Karipuna;Oiapoque;AP;470164,0636;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Total;50;67,5;39,4;68,9;56;83,2;92,2;--;92,2;--
Uaçá;Karipuna;Oiapoque;AP;470164,0636;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Urbana;62,9;69,4;55,9;86,4;77,7;100;100;--;96,7;--
Uaçá;Karipuna;Oiapoque;AP;470164,0636;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AP;1600501.0;Oiapoque;Rural;25;50;21,9;54,1;34,5;72,6;86,4;--;85,7;--
Ubawawe;Xavante;Santo Antônio do Leste;MT;52234,4773;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107792.0;Santo Antônio do Leste;Total;90,9;100;85,7;78,6;76,2;81,8;90,9;--;80;100
Ubawawe;Xavante;Santo Antônio do Leste;MT;52234,4773;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107792.0;Santo Antônio do Leste;Urbana;100;100;100;88,6;100;81,8;90,9;--;80;100
Ubawawe;Xavante;Santo Antônio do Leste;MT;52234,4773;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107792.0;Santo Antônio do Leste;Rural;50;--;50;28,6;28,6;--;--;--;--;--
Umutina;Umutina;Barra do Bugres;MT;28120;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101704.0;Barra do Bugres;Total;96,3;94,4;98;98,3;95,5;99,5;99,4;66,7;100;83,3
Umutina;Umutina;Barra do Bugres;MT;28120;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101704.0;Barra do Bugres;Urbana;97,2;94,4;100;98,2;96,1;99,2;99,1;66,7;100;83,3
Umutina;Umutina;Barra do Bugres;MT;28120;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101704.0;Barra do Bugres;Rural;90,9;--;90,9;98,8;90;100;100;--;100;--
Urucu/Juruá;Tenetehara;Itaipava do Grajaú;MA;12697,0441;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;MA;2105351.0;Itaipava do Grajaú;Total;17,3;21,7;17,9;53,6;46,9;56,8;83,7;--;61,5;--
Urucu/Juruá;Tenetehara;Itaipava do Grajaú;MA;12697,0441;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;MA;2105351.0;Itaipava do Grajaú;Urbana;23,1;25;28;59,3;46,5;71,1;93,8;--;62,5;--
Urucu/Juruá;Tenetehara;Itaipava do Grajaú;MA;12697,0441;Regularizada;Tradicionalmente ocupada;;Não;2022;Nordeste;MA;2105351.0;Itaipava do Grajaú;Rural;11,1;14,3;9,7;50,6;47,4;51,9;77,8;--;61,4;--
Utaria Wyhyna/Iròdu Iràna;Javaé,Karajá;Pium;TO;177466;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1717503.0;Pium;Total;21,7;20;23,1;60,6;56;67,4;100;--;--;--
Utaria Wyhyna/Iròdu Iràna;Javaé,Karajá;Pium;TO;177466;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1717503.0;Pium;Urbana;26,3;20;33,3;84,2;70,6;96,2;100;--;--;--
Utaria Wyhyna/Iròdu Iràna;Javaé,Karajá;Pium;TO;177466;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1717503.0;Pium;Rural;0;--;0;28,6;25;30;--;--;--;--
Uty-Xunati;Terena;Vilhena;RO;897,1607;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;RO;1100304.0;Vilhena;Total;98,8;100;98,3;98,9;98,3;98,5;98,5;100;100;--
Uty-Xunati;Terena;Vilhena;RO;897,1607;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;RO;1100304.0;Vilhena;Urbana;98,8;100;98,2;99,7;99,3;100;99,2;100;100;--
Uty-Xunati;Terena;Vilhena;RO;897,1607;Encaminhada RI;Reserva Indígena;;Não;2022;Norte;RO;1100304.0;Vilhena;Rural;100;--;100;89,1;85;84,4;81,8;--;--;--
Vargem Alegre;Pankararú;Serra do Ramalho;BA;981,0815;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2930154.0;Serra do Ramalho;Total;88;87,7;88,7;88,1;88,2;88,2;93,3;--;33,3;--
Vargem Alegre;Pankararú;Serra do Ramalho;BA;981,0815;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2930154.0;Serra do Ramalho;Urbana;87,8;90,9;84,2;92,1;88,1;97,2;93,3;--;92,3;--
Vargem Alegre;Pankararú;Serra do Ramalho;BA;981,0815;Regularizada;Reserva Indígena;;Não;2022;Nordeste;BA;2930154.0;Serra do Ramalho;Rural;88,1;85,7;89,7;87;88,2;86,5;--;--;13,2;--
Ventarra;Kaingang;Erebango;RS;772,9532;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4306973.0;Erebango;Total;84,6;100;71,4;93,2;100;90,3;100;--;60;--
Ventarra;Kaingang;Erebango;RS;772,9532;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4306973.0;Erebango;Urbana;100;100;100;100;100;100;100;--;--;--
Ventarra;Kaingang;Erebango;RS;772,9532;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;RS;4306973.0;Erebango;Rural;0;--;0;62,5;--;62,5;--;--;60;--
Vera Tupã'i;Guaraní;Campo Mourão;PR;4,84;Regularizada;Dominial Indígena;;Não;2022;Sul;PR;4104303.0;Campo Mourão;Total;96,4;95,9;96,2;98,4;98;98,6;99,6;95,4;96,5;98,7
Vera Tupã'i;Guaraní;Campo Mourão;PR;4,84;Regularizada;Dominial Indígena;;Não;2022;Sul;PR;4104303.0;Campo Mourão;Urbana;96,4;95,9;96,1;98,5;98;98,9;99,5;95,4;96,5;98
Vera Tupã'i;Guaraní;Campo Mourão;PR;4,84;Regularizada;Dominial Indígena;;Não;2022;Sul;PR;4104303.0;Campo Mourão;Rural;100;--;100;80;--;80;100;--;--;100
Vista Alegre;Múra;Manaquiri;AM;13206;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302553.0;Manaquiri;Total;76;81,8;75;76,3;79,3;77,8;100;100;66,2;100
Vista Alegre;Múra;Manaquiri;AM;13206;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302553.0;Manaquiri;Urbana;87,5;100;83,3;93,1;95,6;92,1;100;100;100;100
Vista Alegre;Múra;Manaquiri;AM;13206;Delimitada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302553.0;Manaquiri;Rural;70,6;71,4;71,4;69,7;69,7;73,7;100;--;36,8;--
Vui-Uata-In;Tikúna;Amaturá;AM;121198,5999;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300060.0;Amaturá;Total;73,8;64,3;78,6;78,1;76,9;78,4;95,1;100;84,5;--
Vui-Uata-In;Tikúna;Amaturá;AM;121198,5999;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300060.0;Amaturá;Urbana;87,5;80;100;100;100;100;100;--;100;--
Vui-Uata-In;Tikúna;Amaturá;AM;121198,5999;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300060.0;Amaturá;Rural;65,4;25;72,7;63,7;61,8;67,6;93,3;100;67,9;--
Wawi;Kisêdjê;Querência;MT;150329,1865;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107065.0;Querência;Total;96,7;100;93;93,1;94,6;92,1;93,1;100;92,3;--
Wawi;Kisêdjê;Querência;MT;150329,1865;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107065.0;Querência;Urbana;96,5;100;92,1;97,5;98,9;95,9;93,5;--;95,5;--
Wawi;Kisêdjê;Querência;MT;150329,1865;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107065.0;Querência;Rural;100;--;100;80;70,6;85;92,7;100;75;--
Wedezé;Xavante;Cocalinho;MT;145881;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Total;100;100;100;97,9;100;96,3;96;--;91,7;--
Wedezé;Xavante;Cocalinho;MT;145881;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Urbana;100;100;100;97,6;100;95,8;96;--;91,7;--
Wedezé;Xavante;Cocalinho;MT;145881;Delimitada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5103106.0;Cocalinho;Rural;100;--;100;100;100;100;--;--;--;--
Xambioá;Guaraní,Karajá;Santa Fé do Araguaia;TO;3326,3502;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1718865.0;Santa Fé do Araguaia;Total;72,4;81,8;68,4;83,1;65,4;90,4;96,9;--;100;--
Xambioá;Guaraní,Karajá;Santa Fé do Araguaia;TO;3326,3502;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1718865.0;Santa Fé do Araguaia;Urbana;75;80;73,3;81,4;66,7;100;100;--;100;--
Xambioá;Guaraní,Karajá;Santa Fé do Araguaia;TO;3326,3502;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1718865.0;Santa Fé do Araguaia;Rural;60;100;50;85,3;50;84,8;85,7;--;--;--
Xapecó (Pinhalzinho-Canhadão);Guaraní,Kaingang;Abelardo Luz;SC;660;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Total;94,6;90,4;100;92,6;94,7;90;84,9;--;69,2;--
Xapecó (Pinhalzinho-Canhadão);Guaraní,Kaingang;Abelardo Luz;SC;660;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Urbana;93,4;90,4;100;95,2;98,6;91;78,8;--;100;--
Xapecó (Pinhalzinho-Canhadão);Guaraní,Kaingang;Abelardo Luz;SC;660;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Rural;100;--;100;87,1;87,5;88,4;90;--;50;--
Xerente;Xerente ;Tocantínia;TO;167542,1058;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1721109.0;Tocantínia;Total;23,8;62,5;17,1;48,2;66,7;44,9;83,3;--;47,2;--
Xerente;Xerente ;Tocantínia;TO;167542,1058;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1721109.0;Tocantínia;Urbana;77,8;60;100;89,5;76,5;100;100;--;91,7;--
Xerente;Xerente ;Tocantínia;TO;167542,1058;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1721109.0;Tocantínia;Rural;9,1;66,7;6,5;36,2;57,9;34,8;70;--;34,1;--
Xipaya;Xipáya,Kuruáya;Altamira;PA;178723,0238;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Total;88,3;94;83,4;92,7;94,3;92,2;99,4;100;91,4;--
Xipaya;Xipáya,Kuruáya;Altamira;PA;178723,0238;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Urbana;92,9;94,6;90,5;97,5;95,9;98,9;99,3;100;98,1;--
Xipaya;Xipáya,Kuruáya;Altamira;PA;178723,0238;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1500602.0;Altamira;Rural;75;89,5;71,2;88,3;89;88,5;100;--;85,9;--
Xukuru-Kariri;Xucuru - Kariri;Palmeira dos Índios;AL;7020,4387;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;AL;2706307.0;Palmeira dos Índios;Total;68,5;66,7;69,7;91;84,9;94,8;98,2;96,8;76,4;--
Xukuru-Kariri;Xucuru - Kariri;Palmeira dos Índios;AL;7020,4387;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;AL;2706307.0;Palmeira dos Índios;Urbana;68;66,2;69,7;91,2;83,2;96,2;99,1;96,8;83,5;--
Xukuru-Kariri;Xucuru - Kariri;Palmeira dos Índios;AL;7020,4387;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;AL;2706307.0;Palmeira dos Índios;Rural;69,4;67,4;69,8;90,5;88,1;92,2;94,8;--;70,9;--
Ypoi/Triunfo;Guarani Nhandeva;Paranhos;MS;19756;Delimitada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Total;69,6;100;41,7;66,1;54;80,7;95,3;--;100;87,5
Ypoi/Triunfo;Guarani Nhandeva;Paranhos;MS;19756;Delimitada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Urbana;100;100;100;97,6;96,2;100;95,3;--;100;87,5
Ypoi/Triunfo;Guarani Nhandeva;Paranhos;MS;19756;Delimitada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Rural;4,5;--;4,5;38,9;23,3;64,4;--;--;--;--
Yvy-katu;Guarani Nhandeva;Japorã;MS;9494,1636;Declarada;Tradicionalmente ocupada;Reestudo;Sim;2022;Centro-Oeste;MS;5004809.0;Japorã;Total;100;100;100;90,1;86,4;93,8;100;--;100;--
Yvy-katu;Guarani Nhandeva;Japorã;MS;9494,1636;Declarada;Tradicionalmente ocupada;Reestudo;Sim;2022;Centro-Oeste;MS;5004809.0;Japorã;Urbana;100;100;100;100;100;100;100;--;100;--
Yvy-katu;Guarani Nhandeva;Japorã;MS;9494,1636;Declarada;Tradicionalmente ocupada;Reestudo;Sim;2022;Centro-Oeste;MS;5004809.0;Japorã;Rural;100;100;100;87,5;83,3;91,4;100;--;100;--
Zoe;Zo´é;Óbidos;PA;668565,6283;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1505106.0;Óbidos;Total;91,5;95,2;90,9;94,5;93,5;95,6;99,1;100;96,5;--
Zoe;Zo´é;Óbidos;PA;668565,6283;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1505106.0;Óbidos;Urbana;95,8;94,4;96,9;97,8;95,8;100;99,1;100;98,6;--
